overview_date,portfolio_id,instrument_name,instrument_id,book_name,instrument_type,quantity,price,asset_value,exposure_value,portfolio_origem,nivel,portfolio_nav
2025-04-30,1175,BRL,1,Caixa,7,16198299.93,1.0,16198299.93,16198299.93,1175,0,2722993773.930000000
2025-04-30,1175,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,1626640.02805,4.3314135,7045650.58,7045650.577136149,1175,0,2722993773.930000000
2025-04-30,1175,Flex knock_in_up_and_in 15 None,1776,Risco >> Renda Variável Próprio,15,-9449516.948036848,0.03026020119047619,-285944.2877502179,-285944.28400040953,1517,1,2722993773.930000000
2025-04-30,1175,HYPE3,118,Risco >> Renda Variável Próprio,2,32547136.215689074,24.12,785036925.5224205,785036925.5224205,1517,1,2722993773.930000000
2025-04-30,1175,TESOURO SELIC FI RF,1215,Padrão,3,2078765.2118144208,4.72084253,9813523.22281895,9813523.221817976,1517,1,2722993773.930000000
2025-04-30,1175,ES INVESTIMENTOS FUNDO DE INVESTIMENTO AÇÕES INVESTIMENTO NO EXTERIOR,1178,Risco >> Renda Variável Próprio,3,131213026.183163,0.2107784,27656871.72,27656871.718045205,1175,0,2722993773.930000000
2025-04-30,1175,GERAÇÃO FUTURO II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,1288,Risco >> Renda Variável Terceiros,3,174122102.78087977,1.1031927,192090232.7,192090232.69651625,1175,0,2722993773.930000000
2025-04-30,1175,KONDOR KOBOLD FIC DE FI MULTIMERCADO I CRÉDITO PRIVADO,1226,Risco >> Crédito,3,3926280.3948825,5.7289019,22493275.21,22493275.214175105,1175,0,2722993773.930000000
2025-04-30,1175,ELEVA EDUCAÇÃO III FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA,1224,Padrão,3,14813.459237038227,890.41563214,13190135.675033698,13190135.670727516,1676,1,2722993773.930000000
2025-04-30,1175,FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MISSION 1 MULTIESTRATÉGIA,1833,Caixa,3,2227499.9890287374,0.94205763,2098433.3596644388,2098433.3604894388,1676,1,2722993773.930000000
2025-04-30,1175,GERA GROWTH FIP MULT,1712,Padrão,3,9.999999950746297,148.53355393,1485.3399926841503,1485.3355319841723,1676,1,2722993773.930000000
2025-04-30,1175,TESOURO SELIC FI RF,1215,Caixa,3,634068.2104931893,4.72084253,2993336.1752567105,2993336.17501724,1676,1,2722993773.930000000
2025-04-30,1175,AMZN US,1705,Risco >> Renda Variável Próprio,2,29403.999980203265,184.42,30714091.669321228,30714091.670841224,1270,1,2722993773.930000000
2025-04-30,1175,BOVA11,1402,Padrão,3,3874374.9973915126,131.63,509983980.90664476,509983980.90664476,1270,1,2722993773.930000000
2025-04-30,1175,BRL,1,Caixa,7,424321.5597143184,1.0,424321.5597143184,424321.5597143184,1270,1,2722993773.930000000
2025-04-30,1175,DEXP3,392,Risco >> Renda Variável Próprio,2,3570499.9975961014,8.04,28706819.980672654,28706819.980672654,1270,1,2722993773.930000000
2025-04-30,1175,DOLG25,1673,Padrão,5,0.0,5830.1,0.0,0.0,1270,1,2722993773.930000000
2025-04-30,1175,DOLM25,1816,Padrão,5,-324.9999997811883,5703.996,0.0,-92689934.93759495,1270,1,2722993773.930000000
2025-04-30,1175,GOOGL US,1704,Risco >> Renda Variável Próprio,2,35513.99997608961,158.8,31942825.778493956,31942825.78329396,1270,1,2722993773.930000000
2025-04-30,1175,INDM25,1809,Padrão,5,-779.999999474852,137146.0,0.0,-106973879.92797805,1270,1,2722993773.930000000
2025-04-30,1175,LFT - 01/09/2027,1405,Caixa,1,1619.999998909308,16442.406115,26636697.8920664,26636697.8883664,1270,1,2722993773.930000000
2025-04-30,1175,META US,1706,Risco >> Renda Variável Próprio,2,10045.999993236363,549.0,31238398.638968226,31238398.634968232,1270,1,2722993773.930000000
2025-04-30,1175,MSFT US,1707,Risco >> Renda Variável Próprio,2,13887.999990649672,395.26,31091796.63906693,31091796.64338693,1270,1,2722993773.930000000
2025-04-30,1175,NC CASH PERENNE FUNDO DE INVESTIMENTO RENDA FIXA,1213,Caixa,3,162654358.53798345,1.10725649,180100094.1187446,180100094.1179691,1270,1,2722993773.930000000
2025-04-30,1175,NVDA US,1708,Risco >> Renda Variável Próprio,2,57435.99996133026,108.92,35433582.51614375,35433582.51182374,1270,1,2722993773.930000000
2025-04-30,1175,Repo (LFT - 01/03/2028),1710,Caixa,16,0.0,16395.43567924,0.0,0.0,1270,1,2722993773.930000000
2025-04-30,1175,Repo (NTN-F - 01/01/2035),1436,Caixa,16,24092.999983778987,803.15913221,19350512.956971943,19350512.959307473,1270,1,2722993773.930000000
2025-04-30,1175,SOJA3,228,Risco >> Renda Variável Próprio,2,4694550.996839316,10.33,48494711.79735012,48494711.79735012,1270,1,2722993773.930000000
2025-04-30,1175,SPY US,1845,Padrão,3,19999.999986534665,554.54,62818291.157706544,62818291.157706544,1270,1,2722993773.930000000
2025-04-30,1175,WDOM25,1846,Padrão,5,-1310.9999991173474,5703.996,0.0,-74779387.50965354,1270,1,2722993773.930000000
2025-04-30,1175,WING25,1663,Caixa,5,0.0,124540.0,0.0,0.0,1270,1,2722993773.930000000
2025-04-30,1175,WINM25,1808,Padrão,5,-18815.999987331816,137146.0,0.0,-516107826.8525218,1270,1,2722993773.930000000
2025-04-30,1175,Ravens Fundo de Investimento em Direitos Creditorios,1289,Risco >> Crédito,3,59612.87825989,1069.19767352,63737950.75,63737950.74730537,1175,0,2722993773.930000000
2025-04-30,1175,ASSAY FI EM AÇÕES BDR NÍVEL I INVESTIMENTO NO EXTERIOR,1194,Risco >> Renda Variável Próprio,3,207269473.09799632,1.29658692,268742887.7298709,268742887.73415387,1695,1,2722993773.930000000
2025-04-30,1175,BRL,1,Caixa,7,7129256.994437628,1.0,7129256.994437628,7129256.994437628,1695,1,2722993773.930000000
2025-04-30,1175,ABSOLUTE PACE LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,1278,Risco >> Renda Variável Terceiros,3,15542518.43227577,3.21598235,49984464.95216155,49984464.952748545,1247,2,2722993773.930000000
2025-04-30,1175,ALPHA KEY AÇÕES FC FI,1629,Risco >> Renda Variável Terceiros,3,5656474.427929119,1.80482287,10208934.412975982,10208934.411096642,1247,2,2722993773.930000000
2025-04-30,1175,BRL,1,Caixa,7,452.54384277845963,1.0,452.54384277845963,452.54384277845963,1247,2,2722993773.930000000
2025-04-30,1175,CLASSE ÚNICA DE COTAS DO ASTER P FI EM AÇÕES RESPONSABILIDADE LIMITADA,1153,Risco >> Renda Variável Terceiros,3,17452912.01115969,1.1172513,19499288.63723795,19499288.63325378,1247,2,2722993773.930000000
2025-04-30,1175,CSHG ALLOCATION SPX FALCON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM  AÇÕES,1171,Risco >> Renda Variável Terceiros,3,12795082.360501248,4.7543873,60832777.07485962,60832777.077221155,1247,2,2722993773.930000000
2025-04-30,1175,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,267926.5431713527,4.3314135,1160500.6460372352,1160500.64610073,1247,2,2722993773.930000000
2025-04-30,1175,CSHG SOBERANO PRIVATE I FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1277,Caixa,3,882592.5893099091,4.1816412,3690685.5364215914,3690685.534272996,1247,2,2722993773.930000000
2025-04-30,1175,NORTE ASSET LONG BIAS PERENNE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,1195,Risco >> Renda Variável Terceiros,3,8707733.655884966,1.01879492,8871394.812008923,8871394.813328631,1247,2,2722993773.930000000
2025-04-30,1175,SOLANA EQUITY HEDGE XIII FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1191,Padrão,3,0.0,99.9016369,0.0,0.0,1247,2,2722993773.930000000
2025-04-30,1175,SQUADRA UDINE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,1193,Risco >> Renda Variável Terceiros,3,19747.568752827123,1122.83739982,22173308.750438444,22173308.75119109,1247,2,2722993773.930000000
2025-04-30,1175,Repo (NTN-B - 15/08/2028),1362,Caixa,16,0.0,4312.92019465,0.0,0.0,1695,1,2722993773.930000000
2025-04-30,1203,Absolute Strategy Offshore Segregated Portfolio,1887,Risco >> Multimercado Terceiros,3,23999.998529806086,1000.0,135859191.6775263,135859191.6775263,1206,1,3161169403.070000000
2025-04-30,1203,BRL,1,Caixa,7,334.27997952264906,1.0,334.27997952264906,334.27997952264906,1206,1,3161169403.070000000
2025-04-30,1203,CSHG ALLOCATION ACE CAPITAL W FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1200,Risco >> Multimercado Terceiros,3,5269579.678164649,1.6044821,8454946.272066195,8454946.26813894,1206,1,3161169403.070000000
2025-04-30,1203,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,1364813.8405341199,4.3314135,5911573.0978683615,5911573.093876333,1206,1,3161169403.070000000
2025-04-30,1203,GENOA CAPITAL VESTAS III FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1264,Risco >> Multimercado Terceiros,3,133688401.17074394,1.36349815,182283887.6736384,182283887.6727672,1206,1,3161169403.070000000
2025-04-30,1203,IBIUNA HEDGE ST PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULT,1199,Padrão,3,946170.1854700678,109.9212283,104004188.9689027,104004188.96770866,1206,1,3161169403.070000000
2025-04-30,1203,ITAÚ JANEIRO DISTRIBUIDORES FIF DA CLASSE DE INV EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA,1196,Risco >> Multimercado Terceiros,3,33427609.532278705,1.2503781,41797150.88958664,41797150.894512534,1206,1,3161169403.070000000
2025-04-30,1203,KAPITALO ZETA KPN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1197,Padrão,3,41988746.340389796,1.2007261,50416983.6415522,50416983.63718551,1206,1,3161169403.070000000
2025-04-30,1203,LEGACY CAPITAL ALPHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1265,Risco >> Multimercado Terceiros,3,70561497.10418017,1.07440615,75811706.44592017,75811706.44193839,1206,1,3161169403.070000000
2025-04-30,1203,LFT - 01/03/2027,1285,Caixa,1,1031.9999367816617,16449.98036193,16976378.690059576,16976378.693571337,1206,1,3161169403.070000000
2025-04-30,1203,WDOM25,1846,Padrão,5,-2399.9998529806085,5703.996,0.0,-136895895.6140198,1206,1,3161169403.070000000
2025-04-30,1203,BNY MELLON ARX LIQUIDEZ J FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI,1240,Caixa,3,6.696725213649918e-05,1.61551094,0.00010818632890477521,0.00010818632844825279,1157,1,3161169403.070000000
2025-04-30,1203,BRL,1,Caixa,7,1.3456907076002954e-08,1.0,1.3456907076002954e-08,1.3456907076002954e-08,1157,1,3161169403.070000000
2025-04-30,1203,HY FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE LIMITADA,1409,Risco >> Crédito,3,0.004249187268971896,1.07274105,0.004558277611943849,0.0045582776125635445,1157,1,3161169403.070000000
2025-04-30,1203,JGP DESENVOLVIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,1239,Risco >> Crédito,3,2.679057749552649e-06,1258.096121,0.0033705121626471774,0.0033705121626471774,1157,1,3161169403.070000000
2025-04-30,1203,JGP ESTRUTURADOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1238,Risco >> Crédito,3,2.015713294235198e-06,925.38577953,0.0018653124181734551,0.0018653124180948231,1157,1,3161169403.070000000
2025-04-30,1203,LFT - 01/09/2027,1405,Caixa,1,4.018586624328973e-09,16442.406115,6.607523282338646e-05,6.607523328552392e-05,1157,1,3161169403.070000000
2025-04-30,1203,VINCI SPS IV LOCAL FEEDER A FUNDO DE INVESTIMENTO  FINANCEIRO,1756,Risco >> Crédito,3,3.348822186940811e-08,976.42911562,3.2698875010310916e-05,3.2698874863632504e-05,1157,1,3161169403.070000000
2025-04-30,1203,NTN-B  - 15/05/2029,1365,Padrão,1,38999.999880421106,4406.720046,171862081.26304927,171862081.26704928,1211,1,3161169403.070000000
2025-04-30,1203,NTN-B  - 15/08/2026,1280,Padrão,1,87376.99973209115,4390.191733,383601781.8738288,383601781.87816983,1211,1,3161169403.070000000
2025-04-30,1203,NTN-B  - 15/08/2028,1253,Padrão,1,146744.99955006142,4356.298797,639265065.0099331,639265065.0056981,1211,1,3161169403.070000000
2025-04-30,1203,NTN-C - 01/01/2031,1279,Padrão,1,199.9999993867749,8237.050345,1647410.064948834,1647410.0639488338,1211,1,3161169403.070000000
2025-04-30,1203,NTN-F - 01/01/2031,1450,Padrão,1,521399.99840132217,887.7941,462895842.32070327,462895842.32070327,1211,1,3161169403.070000000
2025-04-30,1203,NTN-F - 01/01/2033,1381,Padrão,1,120799.99962961204,858.818415,103745264.211904,103745264.21390401,1211,1,3161169403.070000000
2025-04-30,1203,NTN-F - 01/01/2035,1434,Padrão,1,63099.999806527485,831.058061,52439763.4892131,52439763.4883131,1211,1,3161169403.070000000
2025-04-30,1203,Repo (NTN-B - 15/08/2028),1362,Caixa,16,1092.9999966487248,4311.56982626,4712545.805550744,4712545.805652924,1211,1,3161169403.070000000
2025-04-30,1203,BRL,1,Caixa,7,500.0,1.0,500.0,500.0,1203,0,3161169403.070000000
2025-04-30,1203,BTG 2664 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1158,Risco >> Multimercado Próprio,3,240966129.45536482,1.55879892,375617742.35,375617742.35160285,1203,0,3161169403.070000000
2025-04-30,1203,BRL,1,Caixa,7,499.94996628142127,1.0,499.94996628142127,499.94996628142127,1273,1,3161169403.070000000
2025-04-30,1203,CS CERES I DEB NORTE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1246,Risco >> Crédito,3,95343.99663727843,3.1694427,302187.329619306,302187.33413084666,1273,1,3161169403.070000000
2025-04-30,1203,CS CERES III DEB ASTER FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1160,Risco >> Crédito,3,396573.9359003846,0.8030322,318461.6385217031,318461.64020874485,1273,1,3161169403.070000000
2025-04-30,1203,CS CERES IV CENTRAL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,1161,Risco >> Crédito,3,11271.116389841882,999.6910385,11267634.050066745,11267634.048815401,1273,1,3161169403.070000000
2025-04-30,1203,CSHG INFLATION 2030 FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,1244,Risco >> Crédito,3,4999999.662780491,1.1143613,5571806.12421563,5571806.12421563,1273,1,3161169403.070000000
2025-04-30,1203,CSHG JIVE DISTRESSED ALLOCATION II FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,1176,Risco >> Crédito,3,4093625.503523105,0.91225049,3734411.868136676,3734411.871465449,1273,1,3161169403.070000000
2025-04-30,1203,CSHG JIVE DISTRESSED ALLOCATION III FIC FIM - CP,1281,Risco >> Crédito,3,18534458.228800435,0.9370973,17368590.75859439,17368590.76317167,1273,1,3161169403.070000000
2025-04-30,1203,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,634513.4378859352,4.3314135,2748340.074641209,2748340.070790551,1273,1,3161169403.070000000
2025-04-30,1203,LFT - 01/09/2028,1276,Caixa,1,148.99998995085863,16417.978275,2446278.5950134154,2446278.597988415,1273,1,3161169403.070000000
2025-04-30,1203,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,1351516.0862,4.3314135,5853975.02,5853975.021233844,1203,0,3161169403.070000000
2025-04-30,1203,FIDC MULTISETORIAL MAXIMUM,1274,Caixa,3,32930.6698419,16.10264063,530270.74,530270.7421692946,1203,0,3161169403.070000000
2025-04-30,1203,LATACHE CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,1188,Risco >> Crédito,3,8907060.08319729,2.09227006,18635975.13,18635975.1346948,1203,0,3161169403.070000000
2025-04-30,1203,NC CASH PERENNE FUNDO DE INVESTIMENTO RENDA FIXA,1213,Caixa,3,247686888.3609232,1.10725649,274252914.63,274252914.6255377,1203,0,3161169403.070000000
2025-04-30,1204,Absolute Strategy Offshore Segregated Portfolio,1887,Risco >> Multimercado Terceiros,3,4.363770393490027e-06,1000.0,0.024702431443468346,0.024702431443468346,1206,1,375523839.150000000
2025-04-30,1204,BRL,1,Caixa,7,6.078004863066025e-08,1.0,6.078004863066025e-08,6.078004863066025e-08,1206,1,375523839.150000000
2025-04-30,1204,CSHG ALLOCATION ACE CAPITAL W FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1200,Risco >> Multimercado Terceiros,3,0.000958134883098153,1.6044821,0.0015373102700306474,0.0015373102693165793,1206,1,375523839.150000000
2025-04-30,1204,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,0.00024815560811604484,4.3314135,0.0010748645518203917,0.0010748645510945461,1206,1,375523839.150000000
2025-04-30,1204,GENOA CAPITAL VESTAS III FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1264,Risco >> Multimercado Terceiros,3,0.024307730113291116,1.36349815,0.03314354504033013,0.033143545040171724,1206,1,375523839.150000000
2025-04-30,1204,IBIUNA HEDGE ST PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULT,1199,Padrão,3,0.0001720362373118283,109.9212283,0.018910434517643564,0.018910434517426456,1206,1,375523839.150000000
2025-04-30,1204,ITAÚ JANEIRO DISTRIBUIDORES FIF DA CLASSE DE INV EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA,1196,Risco >> Multimercado Terceiros,3,0.006077934239076865,1.2503781,0.007599715864886232,0.007599715865781877,1206,1,375523839.150000000
2025-04-30,1204,KAPITALO ZETA KPN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1197,Padrão,3,0.007634552473509512,1.2007261,0.0091670064175564,0.00916700641676243,1206,1,375523839.150000000
2025-04-30,1204,LEGACY CAPITAL ALPHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1265,Risco >> Multimercado Terceiros,3,0.01282975795190774,1.07440615,0.013784370847265066,0.013784370846541083,1206,1,375523839.150000000
2025-04-30,1204,LFT - 01/03/2027,1285,Caixa,1,1.8764212692007118e-07,16449.98036193,0.0030867093022674263,0.0030867093029059477,1206,1,375523839.150000000
2025-04-30,1204,WDOM25,1846,Padrão,5,-4.363770393490027e-07,5703.996,0.0,-0.024890928869385542,1206,1,375523839.150000000
2025-04-30,1204,BRL,1,Caixa,7,89.26802648201785,1.0,89.26802648201785,89.26802648201785,1886,1,375523839.150000000
2025-04-30,1204,CSHG ALLOCATION ACE CAPITAL W FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1200,Padrão,3,1407267.8553745102,1.6044821,2257936.0836299015,2257936.08385379,1886,1,375523839.150000000
2025-04-30,1204,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,8739715.380738262,4.3314135,37855321.18551689,37855321.18628734,1886,1,375523839.150000000
2025-04-30,1204,GENOA CAPITAL VESTAS III FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1264,Risco >> Multimercado Terceiros,3,35702162.4292148,1.36349815,48679832.42477553,48679832.42323388,1886,1,375523839.150000000
2025-04-30,1204,IBIUNA HEDGE ST PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULT,1199,Padrão,3,252679.52455931023,109.9212283,27774843.708074037,27774843.705819394,1886,1,375523839.150000000
2025-04-30,1204,ITAÚ JANEIRO DISTRIBUIDORES FIF DA CLASSE DE INV EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA,1196,Risco >> Multimercado Terceiros,3,8927011.87755092,1.2503781,11162140.152782975,11162140.150129553,1886,1,375523839.150000000
2025-04-30,1204,KAPITALO ZETA KPN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1197,Padrão,3,11213306.681177901,1.2007261,13464110.001359958,13464109.999394685,1886,1,375523839.150000000
2025-04-30,1204,LEGACY CAPITAL ALPHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1265,Risco >> Multimercado Terceiros,3,18843804.01591168,1.07440615,20245898.92262805,20245898.924090207,1886,1,375523839.150000000
2025-04-30,1204,BRL,1,Caixa,7,499.92,1.0,499.92,499.92,1204,0,375523839.150000000
2025-04-30,1204,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,1177169.03134,4.3314135,5098805.83,5098805.834127999,1204,0,375523839.150000000
2025-04-30,1204,FIDC MULTISETORIAL MAXIMUM,1274,Risco >> Crédito,3,7452.34824589,16.10264063,120002.49,120002.48565317754,1204,0,375523839.150000000
2025-04-30,1204,NC CASH PERENNE FUNDO DE INVESTIMENTO RENDA FIXA,1213,Caixa,3,44497321.073667,1.10725649,49269947.55,49269947.54643156,1204,0,375523839.150000000
2025-04-30,1204,WOLVES FUNDO DE INVESTIMENTO MULTIMERCADO,1201,Risco >> Multimercado Próprio,3,149014097.10030046,1.07232688,159791821.82,159791821.81958222,1204,0,375523839.150000000
2025-04-30,1205,BRL,1,Caixa,7,76.45197257873787,1.0,76.45197257873787,76.45197257873787,1886,1,329584744.370000000
2025-04-30,1205,CSHG ALLOCATION ACE CAPITAL W FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1200,Padrão,3,1205228.8790287517,1.6044821,1933768.162612952,1933768.1628046974,1886,1,329584744.370000000
2025-04-30,1205,CSHG SOBERANO EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REF DI,1214,Caixa,3,7484969.78107577,4.3314135,32420499.156183787,32420499.156843632,1886,1,329584744.370000000
2025-04-30,1205,GENOA CAPITAL VESTAS III FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,1264,Risco >> Multimercado Terceiros,3,30576465.623890605,1.36349815,41690954.31303375,41690954.311713435,1886,1,329584744.370000000
2025-04-30,1205,IBIUNA HEDGE ST PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULT,1199,Padrão,3,216402.76865209173,109.9212283,23787258.139689602,23787258.137758657,1886,1,329584744.370000000
2025-04-30,1205,ITAÚ JANEIRO DISTRIBUIDORES FIF DA CLASSE DE INV EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA,1196,Risco >> Multimercado Terceiros,3,7645376.448532449,1.2503781,9559611.279773226,9559611.27750075,1886,1,329584744.370000000
